id_inmueble,Superficie construida,Superficie útil,Habitaciones,Baños,Terraza,Balcón,Plaza de garaje,Estado,Armarios empotrados,Calefacción,Orientación,Calefacción individual,Consumo,Emisiones,Barrio,Distrito,Precio,Calefacción central,3
104254839,163.0,145.0,4 habitaciones,3 baños,Terraza,,Plaza de garaje por 50.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",,,,,Distrito Ciutat Vella,885000,Gas,València
104565394,152.0,139.0,5 habitaciones,2 baños,,Balcón,,,,No dispone de calefacción,Orientación este,,,,Barrio Russafa,Distrito L'Eixample,399000,,
102544277,40.0,37.0,,,,,,Segunda mano/buen estado,,Calefacción individual,"Orientación este, oeste",,,,Barrio Gran Vía,Distrito L'Eixample,150000,,
103706379,165.0,,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación norte, sur, este, oeste",,,,,Distrito L'Eixample,760000,,València
104047148,91.0,85.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,"7,5 kWh/m² año","6,1 kg CO2/m² año",,Distrito Extramurs,195000,,València
104908038,179.0,,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,,86 kWh/m² año,17 kg CO2/m² año,Barrio Arrancapins,Distrito Extramurs,395000,,
103273528,107.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,,,,Barrio Patraix,Distrito Patraix,275000,,
104803924,94.0,93.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, sur",,,,,Distrito L'Olivereta,195000,,València
98312926,70.0,,2 habitaciones,,,Balcón,,,,,,,,,Barrio Sant Llorenç,Distrito Rascanya,165000,,
104919991,129.0,,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Arrancapins,Distrito Extramurs,320000,,
104867767,71.0,68.0,3 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,,,,,,Distrito Rascanya,159900,,València
104920764,88.0,80.0,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,,,,Barrio Beteró,Distrito Poblats Marítims,190000,,
104800604,97.0,90.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito Quatre Carreres,249000,,València
104883427,91.0,88.0,3 habitaciones,,,,,Segunda mano/buen estado,,Calefacción individual,,,,,,Distrito Extramurs,209000,,València
103812171,84.0,76.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,,Calefacción individual,"Orientación norte, este, oeste",,,,,Distrito Quatre Carreres,215000,,València
104848763,99.0,89.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,,,,"Orientación norte, este",,,,,Distrito Quatre Carreres,231986,,València
104923114,78.0,67.0,2 habitaciones,,Terraza,,,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito Camins al Grau,164900,,València
104730634,120.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,,,,,Distrito Patraix,207000,,València
104280703,124.0,120.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito Campanar,430000,,València
104331921,96.0,90.0,2 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,No dispone de calefacción,Orientación este,,,,Barrio Sant Isidre,Distrito Patraix,183000,,
103464294,110.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación sur,,,,Barrio La Vega Baixa,Distrito Algirós,315000,,
104854034,131.0,120.0,4 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,,,Barrio Russafa,Distrito L'Eixample,530000,,
100796280,135.0,,3 habitaciones,,,,,Segunda mano/buen estado,,,,,,,Barrio Arrancapins,Distrito Extramurs,410000,,
104920052,109.0,100.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,,Calefacción individual,,,,,Barrio Albors,Distrito Camins al Grau,305000,,
104859967,90.0,,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Beteró,Distrito Poblats Marítims,188000,,
103724537,87.0,70.0,2 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,Orientación oeste,,"137,1 kWh/m² año","23,2 kg CO2/m² año",Barrio Sant Francesc,Distrito Ciutat Vella,450000,,
103448954,59.0,54.0,,,,,Plaza de garaje por 55.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación sur, oeste",,,,,Distrito L'Eixample,235000,,València
103948385,87.0,69.0,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,,,,,Distrito Jesús,270000,,València
104756768,129.0,,3 habitaciones,2 baños,,,Plaza de garaje por 20.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación oeste,,,,,Distrito Poblats Marítims,285000,,València
99318576,193.0,159.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",Gas natural,,,Barrio Penya-Roja,Distrito Camins al Grau,850000,,
104090693,110.0,83.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,"88,4 kWh/m² año","16,8 kg CO2/m² año",,Distrito Jesús,450000,,València
104688946,132.0,,3 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,,Distrito Camins al Grau,355000,,València
104712959,82.0,,2 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,,,,,,Distrito La Saïdia,235000,,València
103601869,142.0,,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, este",,,,,Distrito Camins al Grau,380000,,València
101551240,139.0,138.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Benimaclet,415000,,València
103141532,155.0,142.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, este",,,,,Distrito Camins al Grau,380000,,València
104098804,90.0,80.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,,"Orientación sur, este",,,,Barrio Torrefiel,Distrito Rascanya,155000,,
104679209,120.0,,5 habitaciones,4 baños,,,,,Armarios empotrados,,,,,,Barrio Russafa,Distrito L'Eixample,339000,,
104845389,219.0,188.0,,2 baños,,,,,,No dispone de calefacción,"Orientación este, oeste",,,,,Distrito Ciutat Vella,550000,,València
99532005,147.0,135.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación norte, sur",,,,,Distrito Camins al Grau,550000,,València
99060530,109.0,103.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación sur,,,,,Distrito Patraix,167000,,València
104487850,125.0,,4 habitaciones,2 baños,Terraza,,Plaza de garaje por 29.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,,,,,Distrito Patraix,335000,,València
103601332,76.0,70.0,2 habitaciones,,Terraza,,,Segunda mano/buen estado,,Calefacción individual,Orientación sur,,,,,Distrito Camins al Grau,170000,,València
104089029,171.0,150.0,,3 baños,Terraza,,,Segunda mano/buen estado,,Calefacción individual,"Orientación norte, oeste",,,,,Distrito Camins al Grau,550000,,València
104247956,70.0,65.0,4 habitaciones,4 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,Orientación oeste,,,,,Distrito Camins al Grau,240000,,València
103602093,76.0,70.0,2 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación este,,,,,Distrito Patraix,130000,,València
104707927,62.0,57.0,3 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,No dispone de calefacción,Orientación sur,,,,,Distrito Camins al Grau,218000,,València
104095619,120.0,,3 habitaciones,2 baños,Terraza,,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Aiora,Distrito Camins al Grau,339000,,
104656125,92.0,,2 habitaciones,,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación norte,,,,,Distrito Quatre Carreres,389000,,València
85016634,139.0,120.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,,,,,Distrito Ciutat Vella,650000,,València
104841160,103.0,100.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,,,,126 kWh/m² año,99 kg CO2/m² año,,Distrito Algirós,250000,,València
103205917,107.0,84.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,,,Orientación oeste,Eléctrica,,,Barrio Playa de la Malvarrosa,Distrito Poblats Marítims,190000,,
104746573,175.0,142.0,4 habitaciones,2 baños,,Balcón,,,Armarios empotrados,Calefacción individual,Orientación este,,,,,Distrito Extramurs,380000,,València
104919935,133.0,122.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",,,,,Distrito Patraix,335000,,València
104500524,282.0,270.0,6 habitaciones,6 baños,Terraza,,,,,No dispone de calefacción,Orientación sur,,,,,Distrito L'Olivereta,220000,,València
104403366,110.0,100.0,3 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio El Calvari,Distrito Campanar,335000,,
102082164,107.0,99.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación oeste,,,,,Distrito Algirós,280000,,València
104403470,100.0,95.0,4 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, este",,,,,Distrito Quatre Carreres,210000,,València
104566995,125.0,,4 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Els Orriols,Distrito Rascanya,228000,,
104526449,106.0,,3 habitaciones,,Terraza,,,Segunda mano/buen estado,,,,,,,Barrio Benicalap,Distrito Benicalap,204900,,
99532005,147.0,135.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación norte, sur",,,,,Distrito Camins al Grau,550000,,València
104219443,88.0,83.0,5 habitaciones,5 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,Orientación sur,,,,,Distrito Algirós,240000,,València
104014831,223.0,220.0,3 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,,,,,,Distrito Ciutat Vella,780000,,València
104561629,120.0,104.0,4 habitaciones,2 baños,,Balcón,Plaza de garaje por 18.000 € adicionales,,Armarios empotrados,,"Orientación sur, este",,,,,Distrito Patraix,193000,,València
103859860,146.0,,3 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Eléctrica,,,,Distrito Patraix,365000,,València
104111997,205.0,187.0,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,,Distrito L'Eixample,650000,,València
103376496,290.0,275.0,6 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 100.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,,,,Barrio Sant Francesc,Distrito Ciutat Vella,650000,,
92690986,72.0,,2 habitaciones,,,Balcón,,Segunda mano/buen estado,,,Orientación este,,,,Barrio Benicalap,Distrito Benicalap,200000,,
98264842,315.0,,6 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 30.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Eléctrica,,,,Distrito El Pla del Real,1065000,,València
103499413,83.0,,2 habitaciones,,Terraza,,,Segunda mano/buen estado,,,"Orientación este, oeste",Eléctrica,,,,Distrito Poblats Marítims,260000,,València
103368392,162.0,110.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,,,Orientación este,,,,Barrio Playa de la Malvarrosa,Distrito Poblats Marítims,1000000,,
104560269,126.0,120.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,Orientación este,,,,,Distrito Quatre Carreres,330000,,València
103997035,143.0,,4 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Eléctrica,,,,Distrito Quatre Carreres,640000,,València
104943527,110.0,,4 habitaciones,2 baños,,,,Segunda mano/buen estado,,,,,,,Barrio El Carme,Distrito Ciutat Vella,269000,,
104748006,77.0,66.0,3 habitaciones,,,,,,,,,,,,Barrio L'Amistat,Distrito Algirós,99000,,
104595576,62.0,58.0,3 habitaciones,,Terraza,,,Segunda mano/buen estado,,,Orientación este,Eléctrica,,,Barrio El Grau,Distrito Poblats Marítims,250000,,
101143713,136.0,,4 habitaciones,2 baños,,,,,,,Orientación norte,,,,Barrio Sant Francesc,Distrito Ciutat Vella,430000,,
103875856,100.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,Calefacción individual,,,,,,Distrito Benicalap,185000,,València
104475800,124.0,110.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,,,,Barrio Campanar,Distrito Campanar,291000,,
104565106,132.0,,4 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación oeste,,999 kWh/m² año,999 kg CO2/m² año,Barrio Nou Benicalap,Distrito Benicalap,310000,,
104137142,161.0,148.0,5 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,,,"Orientación norte, sur",,,,Barrio La Vega Baixa,Distrito Algirós,320000,,
104946321,75.0,70.0,3 habitaciones,,,Balcón,,,,,"Orientación norte, este",,,,,Distrito Rascanya,79900,,València
103938780,40.0,,,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Gas natural,,,Barrio La Seu,Distrito Ciutat Vella,180000,,
104537102,95.0,,3 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Mont-Olivet,Distrito Quatre Carreres,210000,,
104705770,95.0,78.0,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,,,,Barrio En Corts,Distrito Quatre Carreres,220000,,
104800672,73.0,,3 habitaciones,,,,,Segunda mano/buen estado,,Calefacción individual,,,,,,Distrito Algirós,165000,,València
102635159,82.0,77.0,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, oeste",,159 kWh/m² año,29 kg CO2/m² año,Barrio Albors,Distrito Camins al Grau,229000,,
104721966,154.0,138.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",,,,Barrio Arrancapins,Distrito Extramurs,420000,Gas,
102769940,130.0,120.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,,Bomba de frío/calor,,,Barrio Gran Vía,Distrito L'Eixample,550000,,
103180698,64.0,60.0,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,Barrio Playa de la Malvarrosa,Distrito Poblats Marítims,210000,,
102769940,130.0,120.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,,Bomba de frío/calor,,,Barrio Gran Vía,Distrito L'Eixample,550000,,
102149167,162.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,,Distrito L'Eixample,775000,,València
104475800,124.0,110.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,,,,Barrio Campanar,Distrito Campanar,291000,,
100788089,144.0,,4 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,,,,Barrio Mont-Olivet,Distrito Quatre Carreres,350000,,
104537102,95.0,,3 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Mont-Olivet,Distrito Quatre Carreres,210000,,
104705770,95.0,78.0,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,,,,Barrio En Corts,Distrito Quatre Carreres,220000,,
104587905,365.0,330.0,4 habitaciones,5 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,1325000,,
104472293,64.0,,3 habitaciones,,,,,Segunda mano/buen estado,,,Orientación este,Eléctrica,,,Barrio El Grau,Distrito Poblats Marítims,170000,,
104595930,71.0,,3 habitaciones,,,,,Segunda mano/buen estado,,,,,,,Barrio Marxalenes,Distrito La Saïdia,175000,,
104002287,171.0,170.0,5 habitaciones,2 baños,Terraza,,,,,,Orientación sur,,,,Barrio La Vega Baixa,Distrito Algirós,330000,,
103180698,64.0,60.0,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,Barrio Playa de la Malvarrosa,Distrito Poblats Marítims,210000,,
104686462,99.0,89.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,,,,,,,,,Distrito Quatre Carreres,231031,,València
104144071,56.0,47.0,2 habitaciones,,Terraza,,,Segunda mano/buen estado,,Calefacción individual,Orientación norte,,,,Barrio En Corts,Distrito Quatre Carreres,180000,,
104565106,132.0,,4 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación oeste,,999 kWh/m² año,999 kg CO2/m² año,Barrio Nou Benicalap,Distrito Benicalap,310000,,
104984420,49.0,,,,,,,Segunda mano/buen estado,,,Orientación sur,,,,Barrio El Cabanyal-El Canyamelar,Distrito Poblats Marítims,170000,,
97684110,200.0,180.0,10 habitaciones,2 baños,,,,,Armarios empotrados,,Orientación este,,,,Barrio El Mercat,Distrito Ciutat Vella,650000,,
104656470,152.0,,4 habitaciones,2 baños,,,,,,,"Orientación norte, sur",,,,,Distrito L'Eixample,400000,,València
104782474,146.0,,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",Gas natural,,,Barrio Sant Llorenç,Distrito Rascanya,599000,,
104484177,70.0,65.0,,,,Balcón,Plaza de garaje por 20.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Gas natural,,,Barrio Sant Pau,,265000,,Urb. Urbanización Gran Ademuz
104085829,68.0,,3 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, sur",,,,,Distrito Poblats Marítims,129000,,València
104060289,130.0,121.0,3 habitaciones,2 baños,,Balcón,,,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio Russafa,Distrito L'Eixample,385000,,
104499503,70.0,,3 habitaciones,,Terraza,,,Segunda mano/buen estado,,Calefacción individual,,,,,,Distrito La Saïdia,175000,,València
104745591,63.0,58.0,2 habitaciones,,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Eléctrica,,,Barrio Sant Pau,Distrito Campanar,325000,,
103530334,73.0,,2 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,,Distrito L'Olivereta,210000,,València
104805952,140.0,,4 habitaciones,2 baños,,Balcón,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación norte,,,,Barrio Sant Antoni,Distrito La Saïdia,295000,,
104860522,105.0,95.0,3 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación este,,1 kWh/m² año,,Barrio Benimaclet,Distrito Benimaclet,272000,,
104813497,246.0,210.0,4 habitaciones,3 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,,Distrito L'Eixample,1290000,,València
104348229,47.0,,,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,,Bomba de frío/calor,,,Barrio Benimaclet,Distrito Benimaclet,160000,,
104213146,53.0,48.0,,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Quatre Carreres,200000,,València
104881471,117.0,,3 habitaciones,3 baños,,Balcón,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Eléctrica,,,Barrio La Creu del Grau,Distrito Camins al Grau,339000,,
101875035,79.0,75.0,3 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,,Orientación este,,,,Barrio La Roqueta,Distrito Extramurs,280000,,
104213146,53.0,48.0,,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Quatre Carreres,200000,,València
104805952,140.0,,4 habitaciones,2 baños,,Balcón,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación norte,,,,Barrio Sant Antoni,Distrito La Saïdia,295000,,
104480035,90.0,,3 habitaciones,,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,Orientación este,,,,Barrio Natzaret,Distrito Poblats Marítims,168000,,
104984420,49.0,,,,,,,Segunda mano/buen estado,,,Orientación sur,,,,Barrio El Cabanyal-El Canyamelar,Distrito Poblats Marítims,170000,,
104881471,117.0,,3 habitaciones,3 baños,,Balcón,Plaza de garaje por 25.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Eléctrica,,,Barrio La Creu del Grau,Distrito Camins al Grau,339000,,
102110838,104.0,,3 habitaciones,2 baños,,,,Segunda mano/buen estado,,,,,,,,Distrito La Saïdia,285000,,València
104348229,47.0,,,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,,Bomba de frío/calor,,,Barrio Benimaclet,Distrito Benimaclet,160000,,
104745781,70.0,,,2 baños,,,,Segunda mano/buen estado,,,,,,,,Distrito Patraix,159000,,València
104745591,63.0,58.0,2 habitaciones,,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Eléctrica,,,Barrio Sant Pau,Distrito Campanar,325000,,
86199886,80.0,,3 habitaciones,,Terraza,,,Segunda mano/buen estado,,,,,,,,Distrito La Saïdia,240000,,València
104097035,83.0,,2 habitaciones,,,Balcón,,,Armarios empotrados,Calefacción central,"Orientación sur, oeste",,,,Barrio La Raiosa,Distrito Jesús,255500,,
104013917,250.0,200.0,3 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,No dispone de calefacción,"Orientación norte, este",,,,,Distrito Camins al Grau,990000,,València
104634277,93.0,90.0,,,Terraza,,,,,No dispone de calefacción,"Orientación sur, este",,155 kWh/m² año,"15,66 kg CO2/m² año",,Distrito Jesús,110000,,València
101313686,120.0,100.0,2 habitaciones,2 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito Extramurs,370000,,València
104921066,42.0,,,,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,,,,Barrio Torrefiel,Distrito Rascanya,149000,,
104923513,167.0,,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Patraix,Distrito Patraix,380000,,
104696633,100.0,,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, oeste",,,,Barrio Sant Pau,Distrito Campanar,465000,,
39472839,121.0,112.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Bomba de frío/calor,,,Barrio Sant Antoni,Distrito La Saïdia,220000,,
104847980,90.0,85.0,3 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación oeste,,,,,Distrito La Saïdia,160000,,València
90856248,203.0,,3 habitaciones,3 baños,Terraza,,Plaza de garaje por 150 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,40 kWh/m² año,,,Distrito L'Eixample,820000,,València
91498100,215.0,,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 40.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este, oeste",Gas natural,,,,Distrito Ciutat Vella,650000,,València
104155202,125.0,121.0,5 habitaciones,,Terraza,,Plaza de garaje por 29.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, oeste",,,,,Distrito Patraix,335000,,València
101702710,235.0,213.0,4 habitaciones,4 baños,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,,Distrito L'Eixample,1650000,,València
104074915,100.0,97.0,2 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,Orientación sur,,,,,Distrito Ciutat Vella,440000,,València
36769048,189.0,155.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Gas natural,,,,Distrito Ciutat Vella,700000,,València
103703154,162.0,108.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,,,"Orientación norte, oeste",Eléctrica,,,,Distrito Benicalap,270000,,València
35001883,288.0,267.0,6 habitaciones,3 baños,Terraza,,Plaza de garaje por 160 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Gas natural,,,,Distrito Ciutat Vella,850000,,València
99754171,169.0,,4 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,,,,,Distrito El Pla del Real,769500,,València
91498100,215.0,,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 40.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este, oeste",Gas natural,,,,Distrito Ciutat Vella,650000,,València
104846415,103.0,100.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,,,,126 kWh/m² año,99 kg CO2/m² año,Barrio Ciutat Jardí,Distrito Algirós,250000,,
100012068,141.0,,5 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este, oeste",Eléctrica,,,,Distrito L'Eixample,450000,,València
104812326,75.0,,3 habitaciones,,,Balcón,,,Armarios empotrados,,,,999 kWh/m² año,99 kg CO2/m² año,Barrio Beteró,Distrito Poblats Marítims,179000,,
